id,nama,email,no_hp,tanggal_daftar,status
562,Martani Wahyuni,megantarapanji@yahoo.com,0802497769,2024-04-01,aktive
563,Titin Wijayanti,lasmantosusanti@yahoo.com,+62 (081) 605 9187,2023-07-17,aktive
564,Soleh Oktaviani,yhidayanto@hotmail.com,+62-62-401-4737,07/09/2025,Active
565,Mahmud Nuraini,putrajuli@pt.ac.id,+62-0028-273-8076,06/04/2025,inactive
566,Asirwanda Winarno,maryatigabriella@cv.web.id,(072) 119 2346,19/01/2026,aktive
567,Nasim Setiawan,gnurdiyanti@yahoo.com,+62 (702) 352 5025,2026-01-01,banned
568,Atma Laksita,nasyidahkajen@perum.gov,+62 (0207) 174 7978,01-11-25,banned
569,Cinta Halimah,corneliamandasari@perum.biz.id,0845846526,2025-05-06,inactive
"570,""Kairav Pradana, S.Sos"",salahudinvicky@cv.net,+62 (31) 835 7081,2024-12-12,aktive"
571,Salimah Yulianti,lembah08@pd.id,(096) 314 9972,04/08/2025,inactive
572,Raisa Widodo,suryatmimujur@perum.ac.id,+62 (0542) 113 5613,2025-09-30,inactive
573,Yuni Nurdiyanti,kasusrarajasa@hotmail.com,+62 (763) 308 1239,01/11/2025,aktive
"574,""Hj. Olivia Putra, S.Kom"",xhakim@pt.id,+62-0261-355-3208,2023-12-04,Active"
575,Bajragin Budiyanto,tamisitompul@hotmail.com,+62 (89) 522 7968,2026-01-02,aktive
576,Cakrajiya Kusumo,esimbolon@pd.biz.id,0818788449,11/05/2024,active
"577,""Tantri Handayani, S.Pt"",wwahyuni@gmail.com,(0997) 504 9207,31-03-25,inactive"
578,Damu Simanjuntak,lukita62@gmail.com,(0686) 844 9609,2023-06-11,active
579,Hj. Ciaobella Saputra,pranowowira@yahoo.com,+62-591-354-4900,25/11/2025,inactive
"580,""Dt. Taufik Prabowo, S.E.I"",khidayat@pd.mil.id,+62 (40) 916 2223,04-09-25,Active"
581,Maya Padmasari,karimah73@yahoo.com,+62 (29) 292-8604,16/02/2024,banned
582,R.M. Estiono Usamah,kurniapranowo@cv.org,(0852) 300-2123,11-04-25,banned
583,drg. Gamblang Lailasari,cinta97@gmail.com,+62-0294-378-6485,30-10-24,inactive
584,Tgk. Ulya Widodo,nashiruddinharsaya@hotmail.com,(0384) 442 0440,14/03/2024,aktive
585,Drs. Hasna Saptono,patriciasetiawan@perum.id,(0590) 954 4549,17-07-24,inactive
586,Ida Budiyanto,ibrani34@pd.web.id,(0949) 793-7957,08-08-24,Active
587,Dr. Citra Thamrin,rahmanpuspita@yahoo.com,+62-085-554-1695,2026-03-15,Active
588,Puti Dalima Nuraini,megantarakarma@cv.desa.id,(0906) 366-0457,2023-10-09,aktive
"589,""dr. Gawati Kuswandari, S.E.I"",auroramarbun@yahoo.com,+62 (09) 228 9316,2024-02-25,inactive"
590,Ajimat Pudjiastuti,kusumasuryono@pt.my.id,+62 (022) 343-8057,31/01/2025,banned
"591,""Kasusra Saputra, S.Kom"",sakamulyani@perum.biz.id,+62 (060) 862 3577,30-01-26,banned"
592,Eko Astuti,kurniapranowo@cv.org,(0602) 563-2589,2025-06-30,Active
"593,""Lili Hutapea, S.Pt"",sinagaputri@gmail.com,+62 (0386) 196-2542,31/05/2023,Active"
594,R. Eman Saragih,nilamsaptono@perum.mil,+62-0605-455-2347,03-07-25,active
"595,""Dr. Vera Nugroho, S.I.Kom"",hwacana@ud.int,+62 (894) 518 0544,09/01/2025,banned"
596,Adinata Kuswoyo,ana12@ud.my.id,+62 (773) 566-3634,2023-11-09,inactive
597,Samiah Riyanti,jindranapitupulu@ud.mil.id,+62-62-320-1310,19-07-25,banned
598,Tasnim Jailani,suwarnoamelia@ud.my.id,088 559 9321,2024-03-07,aktive
599,Rafi Pratama,kacung19@gmail.com,+62 (060) 706-1762,02/10/2025,banned
600,Asman Widiastuti,opanpertiwi@pt.co.id,+62 (0191) 162 0729,18-07-24,active
601,Natalia Laksita,widiastutidamar@pt.web.id,+62 (0905) 728 1222,15/04/2026,Active
602,Tiara Hidayanto,haryantokasusra@perum.my.id,+62 (090) 217 6386,06/02/2024,Active
603,Fitriani Sihombing,karimah73@yahoo.com,+62 (039) 197 8176,08-01-25,aktive
604,Bagas Laksita,kawayasalahudin@cv.or.id,+62-671-202-3395,15-09-23,active
"605,""Galih Sihombing, S.Sos"",endra19@yahoo.com,+62 (0518) 117-2743,14/05/2024,aktive"
606,Vanya Pradipta,darunahidayat@yahoo.com,(069) 409-6299,15/05/2025,active
"607,""KH. Gaman Wastuti, S.Sos"",eyuniar@pt.mil.id,+62-699-819-6071,21-04-26,banned"
608,Diah Laksita,nlazuardi@gmail.com,+62 (415) 768-1043,17-09-23,Active
609,Gamanto Rajasa,dianausada@perum.net,+62 (0856) 135-2326,17-03-25,banned
610,Rusman Oktaviani,ozy80@yahoo.com,+62 (259) 864-9248,15/06/2023,aktive
611,Daliman Wijaya,simanjuntakreza@yahoo.com,+62 (058) 235 0747,19-05-24,active
"612,""Cut Paulin Uyainah, S.Pd"",karsa93@ud.or.id,+62 (040) 176-3930,06-07-25,Active"
613,Cakrawangsa Novitasari,damumandala@pd.mil.id,(082) 234-4842,2025-06-06,inactive
"614,""dr. Cinthia Prayoga, S.Pd"",adiarjayuliarti@cv.sch.id,0828577753,08-05-23,aktive"
615,Elvina Haryanti,mnugroho@perum.edu,+62 (27) 106-8679,29-11-23,active
"616,""Ilyas Iswahyudi, M.TI."",taswir01@hotmail.com,(065) 390-5400,22/06/2025,active"
617,Dt. Caturangga Rahimah,simbolonsalsabila@yahoo.com,+62-071-640-9352,2023-02-15,banned
"618,""Drs. Lukman Wastuti, S.I.Kom"",usitumorang@gmail.com,081 632 4491,17/03/2025,active"
"619,""Michelle Mardhiyah, S.Psi"",ian04@gmail.com,(094) 240 0670,29-03-26,inactive"
"620,""R.A. Elma Sihombing, S.Sos"",dongoranvivi@pt.go.id,(0715) 500 1296,14/04/2025,active"
621,R. Edi Usamah,xnajmudin@hotmail.com,+62-066-505-1127,2023-03-25,inactive
622,Eluh Utami,vdabukke@gmail.com,0889991660,06-01-25,banned
623,Latika Nashiruddin,timbul07@yahoo.com,+62 (0507) 457 6252,16-04-25,inactive
624,Prasetya Hutagalung,suwarnodaliono@yahoo.com,+62 (0557) 846 0627,29/06/2025,inactive
625,Yusuf Lailasari,fwahyuni@cv.edu,+62-0810-823-2534,24-06-24,active
626,Eka Mahendra,tirta07@yahoo.com,+62-746-442-4609,2025-12-07,banned
627,Kenari Oktaviani,ghanihasanah@hotmail.com,+62 (0637) 631-5230,2026-03-01,aktive
628,Gina Halimah,hasim94@perum.web.id,(0832) 810-9962,2023-09-18,aktive
629,Eluh Ramadan,saputraanom@yahoo.com,+62-034-389-0962,16-05-23,banned
630,Akarsana Mayasari,cinta52@gmail.com,+62 (0455) 419-8155,02-12-24,active
"631,""Ani Irawan, S.H."",uwidodo@pt.biz.id,080 644 8085,23-11-25,inactive"
632,Uli Siregar,emelani@gmail.com,(0625) 045-8569,09-08-23,inactive
633,Wirda Tamba,salman91@ud.go.id,(010) 324 3163,28/02/2026,inactive
634,Bakianto Puspasari,emong03@perum.sch.id,(049) 613 9384,26-10-23,inactive
635,Iriana Widodo,osuryono@hotmail.com,(0164) 576 3898,2024-04-09,banned
636,Kania Irawan,dimazanggraini@pd.co.id,(069) 494-9358,2024-12-21,active
"637,""Drs. Rachel Pradana, S.T."",hutapeagadang@pd.ac.id,+62 (05) 498 8774,2023-05-16,aktive"
"638,""Dr. Kuncara Anggraini, S.IP"",fmansur@yahoo.com,(040) 501-7208,11-03-23,active"
639,Sidiq Nuraini,emasuwais@pd.org,082 896 5626,2023-03-19,Active
640,Cici Saptono,pertiwirendy@hotmail.com,(074) 249-3090,13-11-24,inactive
641,Carub Saputra,tira00@ud.net,081 990 0940,12/01/2023,banned
642,R. Kurnia Halim,onababan@pt.edu,083 432 5008,26-02-26,banned
643,Raihan Kusumo,lmaulana@ud.com,(0038) 813 7102,26/02/2023,aktive
644,Cahyadi Saragih,zalindra64@cv.mil,(0289) 802-3510,16-07-23,aktive
645,Bala Rahmawati,gina54@yahoo.com,+62 (353) 385-8167,02/02/2024,banned
646,Jais Lestari,balapati76@hotmail.com,+62-79-793-7235,08/01/2024,inactive
647,Diah Damanik,ikhsan72@ud.sch.id,+62-0285-611-3920,21-12-25,Active
648,Ir. Agnes Wahyuni,lili45@pd.or.id,(077) 116 5546,01/06/2025,inactive
649,Jasmin Rajata,irma25@ud.int,(0777) 147 2741,2024-09-04,inactive
650,Cinthia Mahendra,tambagalak@pt.int,085 946 2670,2024-03-05,aktive
651,Kunthara Suwarno,ihsan38@yahoo.com,+62 (0771) 554-8393,2024-12-03,banned
"652,""R. Embuh Wibowo, M.Pd"",ewinarsih@yahoo.com,+62 (18) 253-6933,2024-12-04,active"
653,Cahyanto Saputra,dpratiwi@yahoo.com,(004) 200 4106,2023-09-28,Active
654,Indah Simanjuntak,lsiregar@hotmail.com,+62 (041) 908-3092,05-03-25,aktive
655,Dr. Kartika Palastri,nainggolankeisha@yahoo.com,(0590) 254-2391,01-05-24,active
656,Puput Ramadan,zulkarnainlanang@hotmail.com,+62 (0346) 450-9871,03/07/2025,active
657,Marsudi Zulaika,abyasajailani@pt.mil,0806993934,09-02-24,banned
"658,""Usyi Saptono, S.I.Kom"",bbudiman@pt.net.id,082 203 3121,20-03-26,inactive"
"659,""Mariadi Lailasari, S.Sos"",twasita@cv.org,(0796) 968 0780,05-12-24,banned"
660,Karsa Prakasa,buwais@cv.ac.id,(059) 634-1323,12-12-24,aktive
"661,""Ellis Sinaga, S.Kom"",pranowowira@yahoo.com,+62-85-674-0466,2023-04-25,banned"
662,Iriana Mangunsong,mansurrahayu@ud.id,(029) 158-6989,18/09/2024,Active
"663,""drg. Wage Rahmawati, S.Pd"",jadriansyah@pt.ac.id,+62-18-173-9021,20-03-23,Active"
664,Nyana Permadi,ciswahyudi@cv.mil.id,(0410) 691-1815,2023-01-21,Active
665,Rina Wijaya,kmaheswara@yahoo.com,+62 (060) 590 6138,30/01/2024,banned
666,Fathonah Wasita,jailanienteng@yahoo.com,+62-698-580-0410,27/10/2023,banned
667,Elisa Zulaika,wirasuryono@perum.net,+62 (081) 218-3039,19/01/2026,active
668,Dr. Cahyanto Permadi,wardaya16@pt.or.id,+62 (058) 269-1924,28-05-24,Active
"669,""drg. Ira Siregar, M.Kom."",galuh13@pd.desa.id,(0818) 653-3965,05/03/2026,active"
670,dr. Jindra Dabukke,ssaputra@hotmail.com,+62-37-645-8540,22-01-26,inactive
671,Dt. Adika Wibisono,gading92@yahoo.com,084 267 0226,2023-06-21,aktive
672,Latif Pradipta,cahyantolaksmiwati@hotmail.com,+62 (060) 877 7805,2023-08-16,Active
"673,""R. Hamima Mayasari, S.T."",bbudiyanto@pd.mil,084 887 8646,2025-08-16,active"
"674,""Nadia Novitasari, S.Kom"",widodomelinda@ud.mil,+62 (0627) 623 5123,20-07-24,banned"
675,Gada Yuniar,susantipurwanto@pd.desa.id,+62 (964) 797-7865,2023-09-04,Active
"676,""dr. Restu Irawan, M.TI."",victoria69@gmail.com,(051) 324-3301,30-01-23,banned"
677,Tgk. Tami Najmudin,dariminprasetya@cv.id,+62 (044) 364-6303,28-06-23,aktive
678,Carla Novitasari,prabu70@cv.mil,+62 (0873) 754 8150,2025-11-23,aktive
679,Kurnia Adriansyah,gatot28@hotmail.com,+62-059-134-4314,2023-07-10,active
680,Karya Agustina,oprastuti@cv.net,(0562) 223-1209,07/12/2024,active
681,Puspa Kusmawati,titin29@yahoo.com,0879666891,21/12/2023,banned
682,Bancar Hariyah,psaputra@cv.sch.id,+62-73-025-5025,2025-12-11,Active
683,Lantar Waluyo,danuja20@perum.mil,+62-000-950-9887,07-11-23,inactive
684,Jelita Najmudin,kiandrathamrin@ud.my.id,+62 (006) 252-9910,2024-12-01,aktive
"685,""Diana Mangunsong, S.Farm"",tariwulandari@yahoo.com,+62 (0068) 387 7132,2024-08-30,aktive"
686,Cut Septi Latupono,lailasarinabila@yahoo.com,(0654) 598 8863,27-06-24,aktive
687,Fitriani Halim,sarahhutapea@cv.co.id,+62 (13) 144 3090,19-05-23,inactive
"688,""Mutia Hassanah, S.Farm"",bsamosir@ud.mil,+62 (0392) 532 9670,08/02/2023,aktive"
689,Slamet Mustofa,znashiruddin@gmail.com,+62 (0920) 610-9946,24-09-24,banned
"690,""T. Jumadi Novitasari, M.TI."",tarihorancatur@ud.ponpes.id,+62-46-281-2662,20-08-25,aktive"
691,dr. Cici Mansur,marsito83@pd.mil,085 428 3176,20/03/2025,active
692,Puti Vivi Setiawan,aisyah97@hotmail.com,+62-0474-372-1231,31-01-26,Active
"693,""Ir. Umi Nababan, M.M."",toktaviani@ud.net.id,+62 (87) 072-5943,2023-05-13,banned"
"694,""Hilda Hastuti, S.Pt"",arsipatra42@pt.co.id,(0883) 334 1711,09-08-23,active"
695,Dina Maheswara,ositompul@cv.ac.id,+62 (0319) 833 7126,2024-06-30,inactive
696,Teddy Sitompul,gunartofaizah@gmail.com,(0203) 972-2914,2023-03-05,banned
697,Rachel Mardhiyah,soleh62@hotmail.com,+62 (096) 337-9682,12/05/2023,aktive
698,Tirta Mardhiyah,usadadamu@yahoo.com,+62-0946-728-3430,24-05-23,Active
699,Jaya Irawan,taufanwidodo@pt.net,+62 (17) 747-1575,12-09-25,inactive
700,Tedi Widiastuti,emil54@pt.net,+62-075-615-0302,10-12-24,active
"701,""Galur Setiawan, S.Pd"",ridwan06@hotmail.com,+62 (268) 891-0151,23-03-26,Active"
702,Hj. Yani Wahyudin,tarizulaika@gmail.com,+62 (099) 026-1945,22/09/2025,Active
703,Salman Ramadan,karimah73@yahoo.com,(0196) 569-8920,05-04-23,Active
704,Pangeran Putra,fnashiruddin@gmail.com,+62 (36) 427 4809,30-10-23,Active
705,dr. Arsipatra Najmudin,farahsirait@yahoo.com,+62 (0893) 704 0511,2024-01-15,Active
706,Kayun Utami,okto84@hotmail.com,(0961) 127 7165,2023-01-22,inactive
707,Kayla Namaga,oktawasita@hotmail.com,+62-0385-747-8694,15-02-25,inactive
708,Adinata Mahendra,cindy34@yahoo.com,+62 (064) 931-6013,15/05/2024,active
709,Dr. Karna Mahendra,prabumangunsong@pd.com,+62 (0810) 371 0909,2023-02-22,Active
"710,""Viman Mangunsong, S.E.I"",argonoandriani@pd.edu,+62-264-830-9729,2025-04-27,active"
711,Latika Hutagalung,jwibisono@gmail.com,+62-887-794-9357,2024-01-09,active
"712,""R. Cakrawala Farida, S.Pd"",zpradana@hotmail.com,+62 (766) 220 2883,05-04-23,aktive"
"713,""Agnes Latupono, S.Pt"",xpurnawati@pd.org,088 365 9410,02/04/2026,Active"
714,Jaiman Maryati,niyaga42@yahoo.com,+62 (0414) 173-4113,27/12/2025,active
715,Liman Prastuti,lembahthamrin@cv.mil.id,+62-36-904-6091,08/03/2023,banned
716,Elisa Mulyani,galiono75@perum.net,+62 (443) 170-5909,07-01-25,Active
"717,""Ophelia Utama, S.IP"",widiastutikezia@yahoo.com,+62-0765-722-3378,19-01-25,inactive"
718,Drs. Farhunnisa Permata,karma40@ud.int,+62 (027) 231 6201,01/07/2024,active
"719,""Yuni Mandasari, M.Ak"",nasyiahkamaria@hotmail.com,+62-79-238-5373,05-08-23,aktive"
"720,""Salwa Handayani, S.Pt"",malikahassanah@ud.org,+62-048-376-3003,02-03-26,Active"
"721,""drg. Eka Yulianti, S.E."",fpermata@pt.my.id,089 685 3575,2025-09-27,Active"
"722,""Jamalia Winarsih, S.E.I"",hasanmansur@hotmail.com,+62-0530-625-2847,06/03/2026,Active"
723,Prasetyo Rajata,sakurathamrin@pd.web.id,+62-0555-377-9159,2023-08-25,active
724,Nurul Wijayanti,anomlestari@cv.go.id,+62-337-995-6129,10/04/2023,active
725,Makara Tamba,suryawijaya@gmail.com,+62-055-182-0561,11-12-24,banned
726,R.M. Gandi Palastri,prastutielma@perum.desa.id,+62 (082) 954-1267,14-08-24,inactive
"727,""R.M. Cakrawangsa Padmasari, M.Kom."",sadinahalim@perum.sch.id,+62 (35) 784-2177,29/11/2023,active"
728,dr. Gilda Yulianti,yuliartimalika@perum.id,0808733447,2023-10-23,active
729,drg. Suci Puspita,satyasiregar@yahoo.com,084 498 3875,20-10-23,inactive
730,Mala Thamrin,irfan15@pd.com,+62-0001-252-4028,2024-03-11,Active
731,Humaira Usamah,ewijayanti@hotmail.com,+62-664-082-2376,2024-11-19,active
732,Aisyah Sinaga,ani43@pt.net.id,+62 (88) 682 8169,13/11/2025,Active
733,Rahayu Mulyani,wira98@cv.web.id,+62-044-033-2612,28/12/2024,banned
734,Siti Suryatmi,haryantomursita@gmail.com,+62 (095) 603 1481,2023-09-30,banned
735,Puti Aisyah Utami,tambaclara@pd.ac.id,+62 (388) 605-6871,21-07-24,aktive
736,Martani Saragih,lembahsiregar@perum.id,(0995) 249 5036,19-05-23,Active
737,Aurora Siregar,tampubolondaruna@yahoo.com,+62-0539-364-9442,27-12-25,banned
738,Carla Hutapea,marsito12@gmail.com,+62 (0881) 764-6641,10/04/2025,aktive
739,Cawisono Laksita,mahendraellis@gmail.com,+62 (525) 715 3162,2025-01-02,active
"740,""Puti Ellis Suryatmi, S.Sos"",saputramitra@hotmail.com,+62 (730) 707-3604,11-03-25,inactive"
741,Garang Zulaika,diahnashiruddin@hotmail.com,+62-11-973-2392,18-05-23,aktive
742,Cahyo Sihombing,irwanbudiyanto@ud.ponpes.id,+62 (498) 075-8107,14/04/2025,Active
"743,""Ghani Yuliarti, S.Pd"",rahmanmardhiyah@yahoo.com,(092) 359-9072,10-02-26,aktive"
"744,""Tgk. Puti Anggriawan, M.Kom."",tpertiwi@perum.id,080 402 6040,19-10-25,inactive"
745,Rafi Nuraini,nataliahalimah@ud.desa.id,(0463) 165 0137,26/06/2025,inactive
746,Daryani Prasasta,nasyidahtiara@yahoo.com,+62 (083) 904 4508,31/01/2026,inactive
747,R. Harimurti Siregar,kuswoyoelon@hotmail.com,+62 (048) 910-3301,06-01-25,aktive
748,Karen Saptono,simon77@pt.edu,(062) 321-6066,13-09-23,Active
749,Devi Suryatmi,nashiruddinkacung@hotmail.com,+62 (223) 585 3883,2025-12-20,inactive
"750,""R. Kezia Iswahyudi, S.T."",ebudiyanto@perum.id,+62 (671) 227 4408,17/03/2025,active"
751,Sutan Galuh Safitri,pardi62@ud.com,+62 (18) 740 4796,20-12-24,aktive
752,Yuni Sitompul,maryatikeisha@cv.id,+62 (089) 742 9917,2025-02-19,Active
753,Edi Damanik,adenashiruddin@yahoo.com,(0241) 787 7304,27/09/2023,active
754,Jamil Kuswandari,leo55@cv.net.id,+62 (020) 464-5268,10-07-24,aktive
755,Mustika Hartati,gatotmaulana@gmail.com,+62-073-337-4280,16/06/2023,Active
756,Ridwan Permadi,hartatiadikara@ud.id,(0086) 359 0773,17-05-23,inactive
"757,""Malik Sinaga, S.Sos"",hilda46@gmail.com,+62 (055) 042 4537,05/04/2025,active"
758,Pangeran Kuswandari,napitupulucici@ud.co.id,(0697) 900 4990,30-12-23,inactive
759,Lili Hasanah,mhutapea@gmail.com,(026) 390 0363,15/03/2025,inactive
"760,""Hasim Permadi, S.I.Kom"",jinawi36@gmail.com,+62-049-914-8973,15-02-24,banned"
"761,""Gara Pradana, S.Sos"",bagyasuryono@pt.org,+62 (00) 503 7136,05-06-23,Active"
762,Keisha Iswahyudi,esitorus@cv.org,(0356) 503-0867,26/10/2024,Active
763,Ani Widodo,huwais@hotmail.com,(0834) 806-6478,10/10/2025,Active
764,Joko Kurniawan,imam13@gmail.com,+62 (413) 039-3923,2025-07-21,aktive
"765,""Zaenab Padmasari, S.Psi"",jayaoktaviani@yahoo.com,+62 (62) 553-8334,16/01/2025,active"
"766,""Puti Cici Rahayu, S.Pt"",kwijayanti@perum.ponpes.id,+62 (016) 641-0671,2025-04-05,aktive"
767,Ir. Harjaya Yulianti,samiahsuryatmi@hotmail.com,+62 (0547) 404 7075,19-08-24,aktive
"768,""H. Bahuwarna Firmansyah, M.TI."",aslijan54@gmail.com,+62-025-742-9500,10-05-23,Active"
769,Taufan Manullang,jastuti@yahoo.com,+62-085-830-2187,21-04-25,Active
"770,""R.A. Michelle Kusmawati, S.Farm"",salimah92@ud.mil.id,+62-0149-749-8337,11/09/2024,aktive"
771,Sutan Emas Padmasari,ajenggunawan@cv.mil.id,+62 (611) 159 7289,22/01/2026,inactive
772,Ghaliyati Wijaya,kuntharalailasari@pt.web.id,+62-0078-020-3302,2026-04-07,active
773,Padmi Maryadi,ekahassanah@pt.int,(032) 078-1183,31-01-25,Active
"774,""R. Iriana Hutagalung, S.Pd"",prabowopuspita@yahoo.com,+62 (47) 645 6179,2023-01-31,banned"
"775,""Endra Zulkarnain, M.Ak"",unababan@ud.mil,+62 (87) 969 0160,2025-10-11,banned"
"776,""Sutan Harsana Rahmawati, M.Farm"",qhandayani@pd.desa.id,082 666 3356,24-09-25,aktive"
777,Dalima Sihombing,opunggunawan@perum.ac.id,(0292) 395 3573,2024-01-16,inactive
"778,""Dr. Cornelia Hassanah, S.Sos"",catursusanti@yahoo.com,+62-442-060-2272,2023-04-26,active"
"779,""R. Kurnia Agustina, S.Gz"",kriyanti@yahoo.com,+62 (0814) 924 5857,25/01/2023,inactive"
780,Jarwadi Irawan,carlaastuti@cv.sch.id,+62 (294) 019-7110,24/05/2025,aktive
"781,""Tgk. Daniswara Permadi, S.IP"",warsitamandasari@hotmail.com,+62 (0686) 100-6976,07-06-24,banned"
"782,""R. Indah Purwanti, S.T."",kpudjiastuti@cv.web.id,0853466624,12-12-25,active"
"783,""Raisa Handayani, S.Psi"",saptononasrullah@yahoo.com,(0463) 922 7562,08/06/2025,banned"
"784,""Melinda Dabukke, S.Kom"",legausada@hotmail.com,+62 (94) 020 5885,04/08/2023,aktive"
785,Mila Hastuti,wacanagangsa@pt.net.id,+62 (021) 269-0901,2023-08-09,Active
786,Daru Lailasari,xnapitupulu@hotmail.com,+62 (0867) 909-2790,24/06/2024,aktive
"787,""dr. Elon Saputra, S.Farm"",winarsihenteng@yahoo.com,+62-53-806-9917,2024-12-31,Active"
788,Ani Wulandari,ymandala@yahoo.com,+62 (062) 106-9953,02-09-24,active
789,Omar Maheswara,kusuma18@pt.net,+62 (838) 728 7844,21/08/2025,Active
"790,""dr. Jasmani Hidayanto, S.IP"",waluyoihsan@pt.edu,+62 (014) 007-6062,2024-01-05,inactive"
"791,""Sabar Mandasari, S.Gz"",jailanikemba@hotmail.com,+62 (96) 509 8932,03-09-24,active"
"792,""Ajeng Nurdiyanti, S.Kom"",cawisono73@gmail.com,(0896) 635-5042,2025-09-20,aktive"
"793,""H. Hardi Saefullah, S.Farm"",dharyanti@pt.my.id,+62 (021) 892 6776,29-01-26,banned"
"794,""Elisa Astuti, M.Kom."",bakianto57@yahoo.com,0896531011,30/07/2025,banned"
795,Emong Melani,permadijarwadi@perum.gov,+62-093-231-3935,16/04/2025,aktive
796,R.M. Pandu Yulianti,balapati39@hotmail.com,+62-507-628-0082,2024-06-30,aktive
797,Safina Latupono,ajimatsafitri@perum.net.id,087 655 5942,02/12/2025,active
798,Kartika Saptono,usadaasirwada@pt.sch.id,+62-0488-361-0936,02/10/2023,inactive
799,Tgk. Cornelia Ardianto,paulin05@gmail.com,+62 (0182) 052 6861,23-01-25,banned
800,Fitriani Firgantoro,paimanwacana@hotmail.com,+62 (0253) 943-9757,2026-01-31,inactive
"801,""Umay Tamba, S.Gz"",piawidodo@perum.mil.id,+62-046-903-3885,29/06/2023,banned"
802,Ajimat Pradipta,darsirahpertiwi@hotmail.com,(0470) 240 4915,16/11/2024,inactive
803,Yoga Tampubolon,januarkuncara@yahoo.com,0826233063,09/11/2023,aktive
804,Nadine Laksita,balapati39@hotmail.com,+62-69-911-7298,21/01/2023,inactive
805,H. Ajimin Susanti,jyolanda@gmail.com,(034) 395 0520,15/07/2024,banned
"806,""Tgk. Luhung Wastuti, M.Ak"",prayogamakuta@yahoo.com,+62 (863) 024 3966,2024-05-12,banned"
807,Alika Uwais,putrinasyidah@pd.org,+62 (088) 641-9263,25/01/2026,Active
"808,""Gilang Novitasari, S.Gz"",galuh89@pd.web.id,+62 (041) 635-4641,17/05/2025,Active"
809,Zizi Puspita,laksanapurnawati@perum.or.id,+62 (0588) 455-3529,28-09-23,inactive
810,Banawi Napitupulu,ywidiastuti@ud.com,+62 (031) 322 7221,23-01-24,active
811,Cut Kasiyah Mangunsong,jailanijuli@pt.org,0814776888,10/04/2026,aktive
812,Lintang Fujiati,zanggraini@hotmail.com,+62 (661) 764-1591,08-09-23,aktive
813,Lili Hutagalung,prakasanabila@gmail.com,+62-0319-663-0994,2024-10-28,inactive
814,Aslijan Zulaika,gprasetya@ud.mil.id,+62 (0789) 894 2874,2025-12-27,aktive
815,Ir. Intan Hutasoit,wnugroho@pd.web.id,+62 (0522) 500-3457,2024-04-30,Active
"816,""Rafi Farida, S.Psi"",tfujiati@gmail.com,+62 (451) 390 2175,2025-03-05,Active"
817,Luwar Saptono,ifanugroho@gmail.com,+62 (068) 984 0884,18/01/2025,aktive
818,Rahmi Hutapea,eminmelani@hotmail.com,+62-234-922-7196,27-12-25,aktive
819,H. Okta Uyainah,xhariyah@yahoo.com,+62 (48) 299-9325,2023-10-21,inactive
820,Jessica Hakim,xhakim@pt.id,087 778 1624,2024-03-05,inactive
821,Kadir Suartini,kenarisihombing@pt.biz.id,+62 (080) 527-3907,2025-10-08,active
"822,""Farhunnisa Nugroho, M.Pd"",jelita65@hotmail.com,(0296) 752-6478,03-09-25,banned"
"823,""Ayu Marbun, S.Ked"",elvina74@hotmail.com,+62-001-286-8808,14-06-23,aktive"
824,Bella Melani,cengkal55@gmail.com,+62 (619) 323-6302,2025-01-10,inactive
825,Rama Wijayanti,palastritalia@yahoo.com,+62-28-383-0008,2024-08-03,inactive
"826,""Kawaca Dongoran, S.Ked"",hutagalungkamila@gmail.com,+62 (94) 521 7700,10-01-24,aktive"
827,Azalea Winarsih,inahalimah@ud.org,+62 (400) 997 6975,2024-01-13,aktive
828,R.A. Elvina Mulyani,waluyo63@pd.com,+62 (0525) 045 6287,2023-01-26,banned
829,Jabal Winarsih,ntamba@hotmail.com,(052) 261 2204,19-02-25,Active
830,Dinda Rahayu,gaduh25@yahoo.com,+62 (094) 860-5470,28-03-25,inactive
831,Latif Hariyah,rahayu33@gmail.com,+62 (786) 259-8121,14/01/2024,banned
832,Satya Palastri,verapurnawati@yahoo.com,+62-0742-671-6098,23-06-25,active
833,Rudi Lazuardi,ldamanik@cv.web.id,+62 (05) 135-5571,21-07-24,aktive
834,Anggabaya Utama,nurdiyantiwadi@yahoo.com,(0829) 249-4211,05-07-25,active
"835,""Puti Jelita Wulandari, M.Pd"",estiawanlaksita@hotmail.com,+62-024-252-1787,2025-04-05,banned"
836,Eka Wulandari,jayayulianti@hotmail.com,(0497) 787 1334,07/03/2025,inactive
837,Ilsa Halimah,dwibowo@yahoo.com,+62 (256) 092-2656,2024-02-06,active
838,Kezia Tampubolon,hadiwibisono@hotmail.com,+62 (871) 315 7006,09/02/2026,banned
839,Lutfan Sitompul,dwaluyo@hotmail.com,+62 (33) 846 0203,2025-04-22,aktive
840,Nadia Prayoga,natsirbaktianto@pt.org,(091) 456 7489,02/08/2025,banned
841,Dt. Taufik Mansur,cakrajiya88@pt.net,+62 (026) 911-6784,31-12-24,active
"842,""Zulfa Mandala, S.Pd"",gawatiyuniar@hotmail.com,+62 (74) 271-3357,26-01-23,inactive"
843,R. Widya Nainggolan,hidayatcakrajiya@pt.my.id,+62 (0314) 506 6365,25-02-23,banned
